gbest_fitness,mean_fitness,std_fitness,gbest_fitness_change,sum_dist_center,sum_dist_gbest,not_updata_count,iter_time,action
0.9671582579612732,1.0,0.9457557201385498,0.0,0.3957950472831726,0.4061615765094757,0.0,0.0,0.0801628977060318
0.9695009589195251,1.0,0.9449639320373535,0.0,0.39689868688583374,0.40676674246788025,1.0,0.0033333334140479565,0.06809423863887787
0.9729700684547424,1.0,0.9469391703605652,0.0,0.3980909585952759,0.40746524930000305,2.0,0.006666666828095913,0.05190354958176613
0.9380484819412231,1.0,0.9051422476768494,0.8801013827323914,0.0,0.014559153467416763,0.0,0.009999999776482582,0.09184175729751587
0.9421471357345581,1.0,0.903303325176239,0.8839634656906128,0.0,0.014441967941820621,1.0,0.013333333656191826,0.07988505065441132
0.9452778100967407,1.0,0.9074946641921997,0.886979341506958,0.0,0.01506737805902958,2.0,0.01666666753590107,0.06286352872848511
0.9499720335006714,1.0,0.9083349704742432,0.8914689421653748,0.0,0.015298349782824516,3.0,0.019999999552965164,0.044969234615564346
0.9544886946678162,1.0,0.9030802249908447,0.8957809805870056,0.0,0.014682305045425892,4.0,0.023333333432674408,0.030523821711540222
0.9581647515296936,1.0,0.9004343748092651,0.8992846608161926,0.0,0.01437006052583456,5.0,0.02666666731238365,0.02023308537900448
0.9607779383659363,1.0,0.9041345119476318,0.9017725586891174,0.0,0.014335207641124725,6.0,0.029999999329447746,0.015095571987330914
0.963950514793396,1.0,0.9026278257369995,0.9048070907592773,0.0,0.01407525222748518,7.0,0.03333333507180214,0.011096533387899399
0.9459822773933411,1.0,0.902540922164917,0.9444270730018616,0.0,0.012297455221414566,0.0,0.036666665226221085,0.09271311014890671
0.9493370652198792,1.0,0.8956169486045837,0.9477781057357788,0.0,0.01257349457591772,1.0,0.03999999910593033,0.08102765679359436
0.9520522356033325,1.0,0.8896582126617432,0.9504903554916382,0.0,0.011800928972661495,2.0,0.04333333298563957,0.06320757418870926
0.9558546543121338,1.0,0.8938772082328796,0.9542893171310425,0.0,0.012769941240549088,3.0,0.046666666865348816,0.045403048396110535
0.9597833752632141,1.0,0.8879433870315552,0.9582134485244751,0.0,0.01335838157683611,4.0,0.05000000074505806,0.03064245916903019
0.9624346494674683,1.0,0.8858247995376587,0.96086186170578,0.0,0.013647186569869518,5.0,0.0533333346247673,0.02020183950662613
0.9655274152755737,1.0,0.8899315595626831,0.9639512300491333,0.0,0.014083796180784702,6.0,0.05666666850447655,0.014819039031863213
0.9673821926116943,1.0,0.8864606618881226,0.9658045172691345,0.0,0.01475032139569521,7.0,0.05999999865889549,0.01109704002737999
0.9707624316215515,1.0,0.8877086639404297,0.9691813588142395,0.0,0.014723149128258228,8.0,0.06333333253860474,0.007854432798922062
0.9598965048789978,1.0,0.8908764123916626,0.9853752255439758,0.0,0.01707647554576397,0.0,0.06666667014360428,0.09311102330684662
0.9639002084732056,1.0,0.8889259099960327,0.9894514083862305,0.0,0.016894306987524033,1.0,0.07000000029802322,0.08167760074138641
0.965300440788269,1.0,0.8902422785758972,0.9908807277679443,0.0,0.016494015231728554,2.0,0.07333333045244217,0.06380720436573029
0.9677370190620422,1.0,0.8860651850700378,0.9937762022018433,0.0,0.01943303272128105,0.0,0.07666666805744171,0.09320396184921265
0.9710516333580017,1.0,0.8893195390701294,0.9971320629119873,0.0,0.020641587674617767,1.0,0.07999999821186066,0.08189435303211212
0.9714583158493042,0.9994244575500488,0.8856627345085144,1.0,0.0,0.020594919100403786,0.0,0.0833333358168602,0.09332229942083359
0.9528752565383911,0.9887859225273132,0.8753030300140381,1.0,0.0,0.01402522623538971,0.0,0.08666666597127914,0.0926395133137703
0.9363840222358704,0.9817714691162109,0.871576726436615,1.0,0.0,0.014155847951769829,0.0,0.09000000357627869,0.09216096997261047
0.9364683032035828,0.9790585041046143,0.8683319091796875,1.0,0.0,0.013990398496389389,1.0,0.09333333373069763,0.08037416636943817
0.9365383982658386,0.9755314588546753,0.8660265803337097,1.0,0.0,0.013667810708284378,2.0,0.09666666388511658,0.062284111976623535
0.9256381988525391,0.9691447019577026,0.8622379899024963,1.0,0.0,0.012996269389986992,0.0,0.10000000149011612,0.0915149450302124
0.925687849521637,0.9667799472808838,0.8545872569084167,1.0,0.0,0.013271177187561989,1.0,0.10333333164453506,0.07953766733407974
0.909210741519928,0.9602041244506836,0.8503340482711792,1.0,0.0,0.010384728200733662,0.0,0.1066666692495346,0.09079468995332718
0.909347653388977,0.956138014793396,0.8480262160301208,1.0,0.0,0.010379628278315067,1.0,0.10999999940395355,0.07888872921466827
0.9095547795295715,0.9521142244338989,0.8483262658119202,1.0,0.0,0.011291394010186195,2.0,0.1133333370089531,0.0609486922621727
0.9096971750259399,0.9487742185592651,0.8439562320709229,1.0,0.0,0.012227107770740986,3.0,0.11666666716337204,0.041916459798812866
0.9045931100845337,0.9447225332260132,0.8431836366653442,1.0,0.0,0.01800631172955036,0.0,0.11999999731779099,0.09021687507629395
0.9046847820281982,0.9426729679107666,0.8436004519462585,1.0,0.0,0.018135450780391693,1.0,0.12333333492279053,0.07838967442512512
0.9023431539535522,0.9399311542510986,0.8417244553565979,1.0,0.0,0.013880080543458462,0.0,0.12666666507720947,0.09006509184837341
0.8909692168235779,0.9335527420043945,0.8349468111991882,1.0,0.0,0.016979454085230827,0.0,0.12999999523162842,0.08957582712173462
0.8910492062568665,0.9307650327682495,0.8316652774810791,1.0,0.0,0.017009299248456955,1.0,0.13333334028720856,0.07756198942661285
0.890633761882782,0.9276688694953918,0.8270412683486938,1.0,0.0,0.016111545264720917,0.0,0.1366666704416275,0.08926104009151459
