gbest_fitness,mean_fitness,std_fitness,gbest_fitness_change,sum_dist_center,sum_dist_gbest,not_updata_count,iter_time,action
0.984236478805542,1.0,0.9243836402893066,0.0,0.4245149493217468,0.43612828850746155,0.0,0.0,0.03360074758529663
0.985437273979187,1.0,0.9229468703269958,0.0,0.4251687824726105,0.4360201954841614,0.10000000149011612,0.20000000298023224,0.03133366256952286
0.9744582176208496,1.0,0.8650686144828796,0.7566328644752502,0.0,0.020651500672101974,0.0,0.4000000059604645,0.04462902247905731
0.9760715365409851,1.0,0.8639599680900574,0.7578190565109253,0.0,0.01975473016500473,0.10000000149011612,0.6000000238418579,0.04323986917734146
0.9731724858283997,1.0,0.8679801821708679,0.8381212949752808,0.0,0.01984451897442341,0.0,0.800000011920929,0.04511358588933945
0.51871258020401,0.967929482460022,1.0,0.0,0.4469534754753113,0.4597991704940796,0.0,0.0,0.036359116435050964
0.13797083497047424,0.9135908484458923,1.0,0.0,0.017463674768805504,0.03889583423733711,0.0,0.20000000298023224,0.035087164491415024
0.14770475029945374,0.8983823657035828,1.0,0.0,0.019258325919508934,0.04091653972864151,0.10000000149011612,0.4000000059604645,0.03226342797279358
0.15229900181293488,0.8655920624732971,1.0,0.0,0.020802496001124382,0.0422261580824852,0.20000000298023224,0.6000000238418579,0.03019098751246929
0.17115069925785065,0.8694959878921509,1.0,0.0,0.02395794168114662,0.04742798954248428,0.30000001192092896,0.800000011920929,0.02961217798292637
0.916850745677948,1.0,0.9182276129722595,0.0,0.8626665472984314,0.8847693204879761,0.0,0.0,0.033220089972019196
0.9238781332969666,1.0,0.9099929332733154,0.0,0.8697341680526733,0.890333354473114,0.10000000149011612,0.20000000298023224,0.03123115748167038
0.9310295581817627,1.0,0.9088195562362671,0.0,0.877128005027771,0.8965916037559509,0.20000000298023224,0.4000000059604645,0.029528070241212845
0.9365814328193665,1.0,0.9074530601501465,0.0,0.8828360438346863,0.9016402363777161,0.30000001192092896,0.6000000238418579,0.027963722124695778
0.9418042302131653,1.0,0.9043492078781128,0.0,0.8879671692848206,0.9055739641189575,0.4000000059604645,0.800000011920929,0.026577051728963852
0.9727333784103394,1.0,0.8514158129692078,0.0,0.8485363125801086,0.8710634708404541,0.0,0.0,0.03180272877216339
0.8252717852592468,1.0,0.2116723358631134,0.0,0.20334836840629578,0.3272055387496948,0.0,0.20000000298023224,0.022189870476722717
0.835229218006134,1.0,0.192837655544281,0.0,0.2088673710823059,0.3266375958919525,0.10000000149011612,0.4000000059604645,0.02067481353878975
0.7754982709884644,1.0,0.0,0.020317941904067993,0.03633968159556389,0.18607015907764435,0.0,0.6000000238418579,0.020578209310770035
0.7935318350791931,1.0,0.0,0.026856554672122,0.0431327149271965,0.18556147813796997,0.10000000149011612,0.800000011920929,0.01998293027281761
0.5186264514923096,0.5186547040939331,0.006190758664160967,0.0,0.9719669222831726,1.0,0.0,0.0,0.020262103527784348
0.51908278465271,0.5191059112548828,0.004822567105293274,0.0,0.9739562273025513,1.0,0.10000000149011612,0.20000000298023224,0.01875784620642662
0.5195833444595337,0.5196033120155334,0.004085533786565065,0.0,0.9754913449287415,1.0,0.20000000298023224,0.4000000059604645,0.017251301556825638
0.5167438983917236,0.5167652368545532,0.002188517479225993,0.0,0.9723386764526367,1.0,0.0,0.6000000238418579,0.01938512735068798
0.5168949365615845,0.5169146060943604,0.001763819600455463,0.0,0.9727516770362854,1.0,0.10000000149011612,0.800000011920929,0.018606284633278847
0.976017951965332,1.0,0.8797699809074402,0.0,0.6777107119560242,0.6965371966362,0.0,0.0,0.03216012567281723
0.9781835675239563,1.0,0.8773579597473145,0.0,0.6797474026679993,0.6968701481819153,0.10000000149011612,0.20000000298023224,0.029867589473724365
0.9312422275543213,1.0,0.6223549842834473,0.3501289486885071,0.0,0.04592692479491234,0.0,0.4000000059604645,0.034180037677288055
0.9236019849777222,1.0,0.6206465363502502,0.5324150919914246,0.0,0.048693038523197174,0.0,0.6000000238418579,0.0365973636507988
0.9294975399971008,1.0,0.6180777549743652,0.5359203219413757,0.0,0.046024493873119354,0.10000000149011612,0.800000011920929,0.035577960312366486
0.7160749435424805,0.742233395576477,0.5484081506729126,0.0,0.972735583782196,1.0,0.0,0.0,0.027151763439178467
