fps,Fitness,Exploitation_Rate
0,585.0765667833388,0.7412758
1,585.0765667833388,0.7412758
2,585.0765667833388,0.7412758
3,585.0765667833388,0.7412758
4,585.0765667833388,0.7412758
5,585.0765667833388,0.7412758
6,585.0765667833388,0.7412758
7,585.0765667833388,0.7412758
8,585.0765667833388,0.7412758
9,585.0765667833388,0.7412758
10,585.0765667833388,0.7412758
11,585.0765667833388,0.7412758
12,585.0765667833388,0.7412758
13,585.0765667833388,0.7412758
14,585.0765667833388,0.7412758
15,585.0765667833388,0.7412758
16,585.0765667833388,0.7412758
17,585.0765667833388,0.7412758
18,585.0765667833388,0.7412758
19,585.0765667833388,0.7412758
20,585.0765667833388,0.7412758
21,585.0765667833388,0.7412758
22,585.0765667833388,0.7412758
23,585.0765667833388,0.7412758
24,585.0765667833388,0.7412758
25,585.0765667833388,0.7412758
26,585.0765667833388,0.7412758
27,585.0765667833388,0.7412758
28,585.0765667833388,0.7412758
29,585.0765667833388,0.7412758
30,585.0765667833388,0.7412758
31,585.0765667833388,0.7412758
32,585.0765667833388,0.7412758
33,585.0765667833388,0.7412758
34,585.0765667833388,0.7412758
35,585.0765667833388,0.7412758
36,585.0765667833388,0.7412758
37,585.0765667833388,0.7412758
38,585.0765667833388,0.7412758
39,585.0765667833388,0.7412758
40,585.0765667833388,0.7412758
41,585.0765667833388,0.7412758
42,585.0765667833388,0.7412758
43,585.0765667833388,0.7412758
44,585.0765667833388,0.7412758
45,585.0765667833388,0.7412758
46,585.0765667833388,0.7412758
47,585.0765667833388,0.7412758
48,585.0765667833388,0.7412758
49,585.0765667833388,0.7412758
50,585.0765667833388,0.6933594
51,585.0765667833388,0.6933594
52,585.0765667833388,0.6933594
53,585.0765667833388,0.6933594
54,585.0765667833388,0.6933594
55,585.0765667833388,0.6933594
56,585.0765667833388,0.6933594
57,585.0765667833388,0.6933594
58,585.0765667833388,0.6933594
59,585.0765667833388,0.6933594
60,585.0765667833388,0.6933594
61,585.0765667833388,0.6933594
62,585.0765667833388,0.6933594
63,585.0765667833388,0.6933594
64,585.0765667833388,0.6933594
65,585.0765667833388,0.6933594
66,585.0765667833388,0.6933594
67,585.0765667833388,0.6933594
68,585.0765667833388,0.6933594
69,585.0765667833388,0.6933594
70,585.0765667833388,0.6933594
71,585.0765667833388,0.6933594
72,585.0765667833388,0.6933594
73,585.0765667833388,0.6933594
74,585.0765667833388,0.6933594
75,585.0765667833388,0.6933594
76,585.0765667833388,0.6933594
77,585.0765667833388,0.6933594
78,585.0765667833388,0.6933594
79,585.0765667833388,0.6933594
80,585.0765667833388,0.6933594
81,585.0765667833388,0.6933594
82,585.0765667833388,0.6933594
83,585.0765667833388,0.6933594
84,585.0765667833388,0.6933594
85,585.0765667833388,0.6933594
86,585.0765667833388,0.6933594
87,585.0765667833388,0.6933594
88,585.0765667833388,0.6933594
89,585.0765667833388,0.6933594
90,585.0765667833388,0.6933594
91,585.0765667833388,0.6933594
92,585.0765667833388,0.6933594
93,585.0765667833388,0.6933594
94,585.0765667833388,0.6933594
95,585.0765667833388,0.6933594
96,585.0765667833388,0.6933594
97,585.0765667833388,0.6933594
98,585.0765667833388,0.6933594
99,585.0765667833388,0.6933594
100,585.0765667833388,0.6593325
101,585.0765667833388,0.6593325
102,585.0765667833388,0.6593325
103,585.0765667833388,0.6593325
104,585.0765667833388,0.6593325
105,585.0765667833388,0.6593325
106,585.0765667833388,0.6593325
107,585.0765667833388,0.6593325
108,585.0765667833388,0.6593325
109,585.0765667833388,0.6593325
110,585.0765667833388,0.6593325
111,585.0765667833388,0.6593325
112,585.0765667833388,0.6593325
113,585.0765667833388,0.6593325
114,585.0765667833388,0.6593325
115,585.0765667833388,0.6593325
116,585.0765667833388,0.6593325
117,585.0765667833388,0.6593325
118,585.0765667833388,0.6593325
119,585.0765667833388,0.6593325
120,585.0765667833388,0.6593325
121,585.0765667833388,0.6593325
122,585.0765667833388,0.6593325
123,585.0765667833388,0.6593325
124,585.0765667833388,0.6593325
125,585.0765667833388,0.6593325
126,585.0765667833388,0.6593325
127,585.0765667833388,0.6593325
128,585.0765667833388,0.6593325
129,585.0765667833388,0.6593325
130,585.0765667833388,0.6593325
131,585.0765667833388,0.6593325
132,585.0765667833388,0.6593325
133,585.0765667833388,0.6593325
134,585.0765667833388,0.6593325
135,585.0765667833388,0.6593325
136,585.0765667833388,0.6593325
137,585.0765667833388,0.6593325
138,585.0765667833388,0.6593325
139,585.0765667833388,0.6593325
140,585.0765667833388,0.6593325
141,585.0765667833388,0.6593325
142,585.0765667833388,0.6593325
143,585.0765667833388,0.6593325
144,585.0765667833388,0.6593325
145,585.0765667833388,0.6593325
146,585.0765667833388,0.6593325
147,585.0765667833388,0.6593325
148,585.0765667833388,0.6593325
149,585.0765667833388,0.6593325
150,585.0765667833388,0.6334684
151,585.0765667833388,0.6334684
152,585.0765667833388,0.6334684
153,585.0765667833388,0.6334684
154,585.0765667833388,0.6334684
155,585.0765667833388,0.6334684
156,585.0765667833388,0.6334684
157,585.0765667833388,0.6334684
158,585.0765667833388,0.6334684
159,585.0765667833388,0.6334684
160,585.0765667833388,0.6334684
161,585.0765667833388,0.6334684
162,585.0765667833388,0.6334684
163,585.0765667833388,0.6334684
164,585.0765667833388,0.6334684
165,585.0765667833388,0.6334684
166,585.0765667833388,0.6334684
167,585.0765667833388,0.6334684
168,585.0765667833388,0.6334684
169,585.0765667833388,0.6334684
170,585.0765667833388,0.6334684
171,585.0765667833388,0.6334684
172,585.0765667833388,0.6334684
173,585.0765667833388,0.6334684
174,585.0765667833388,0.6334684
175,585.0765667833388,0.6334684
176,585.0765667833388,0.6334684
177,585.0765667833388,0.6334684
178,585.0765667833388,0.6334684
179,585.0765667833388,0.6334684
180,585.0765667833388,0.6334684
181,585.0765667833388,0.6334684
182,585.0765667833388,0.6334684
183,585.0765667833388,0.6334684
184,585.0765667833388,0.6334684
185,585.0765667833388,0.6334684
186,585.0765667833388,0.6334684
187,585.0765667833388,0.6334684
188,585.0765667833388,0.6334684
189,585.0765667833388,0.6334684
190,585.0765667833388,0.6334684
191,585.0765667833388,0.6334684
192,585.0765667833388,0.6334684
193,585.0765667833388,0.6334684
194,585.0765667833388,0.6334684
195,585.0765667833388,0.6334684
196,585.0765667833388,0.6334684
197,585.0765667833388,0.6334684
198,585.0765667833388,0.6334684
199,585.0765667833388,0.6334684
200,585.0765667833388,0.6192436
201,585.0765667833388,0.6192436
202,585.0765667833388,0.6192436
203,585.0765667833388,0.6192436
204,585.0765667833388,0.6192436
205,585.0765667833388,0.6192436
206,585.0765667833388,0.6192436
207,585.0765667833388,0.6192436
208,585.0765667833388,0.6192436
209,585.0765667833388,0.6192436
210,585.0765667833388,0.6192436
211,585.0765667833388,0.6192436
212,585.0765667833388,0.6192436
213,585.0765667833388,0.6192436
214,585.0765667833388,0.6192436
215,585.0765667833388,0.6192436
216,585.0765667833388,0.6192436
217,585.0765667833388,0.6192436
218,585.0765667833388,0.6192436
219,585.0765667833388,0.6192436
220,585.0765667833388,0.6192436
221,585.0765667833388,0.6192436
222,585.0765667833388,0.6192436
223,585.0765667833388,0.6192436
224,585.0765667833388,0.6192436
225,585.0765667833388,0.6192436
226,585.0765667833388,0.6192436
227,585.0765667833388,0.6192436
228,585.0765667833388,0.6192436
229,585.0765667833388,0.6192436
230,585.0765667833388,0.6192436
231,585.0765667833388,0.6192436
232,585.0765667833388,0.6192436
233,585.0765667833388,0.6192436
234,585.0765667833388,0.6192436
235,585.0765667833388,0.6192436
236,585.0765667833388,0.6192436
237,585.0765667833388,0.6192436
238,585.0765667833388,0.6192436
239,585.0765667833388,0.6192436
240,585.0765667833388,0.6192436
241,585.0765667833388,0.6192436
242,585.0765667833388,0.6192436
243,585.0765667833388,0.6192436
244,585.0765667833388,0.6192436
245,585.0765667833388,0.6192436
246,585.0765667833388,0.6192436
247,585.0765667833388,0.6192436
248,536.5647447268393,0.6192436
249,536.5647447268393,0.6192436
250,536.5647447268393,0.64596283
251,536.5647447268393,0.64596283
252,536.5647447268393,0.64596283
253,536.5647447268393,0.64596283
254,536.5647447268393,0.64596283
255,536.5647447268393,0.64596283
256,536.5647447268393,0.64596283
257,536.5647447268393,0.64596283
258,536.5647447268393,0.64596283
259,536.5647447268393,0.64596283
260,536.5647447268393,0.64596283
261,536.5647447268393,0.64596283
262,536.5647447268393,0.64596283
263,536.5647447268393,0.64596283
264,536.5647447268393,0.64596283
265,536.5647447268393,0.64596283
266,536.5647447268393,0.64596283
267,536.5647447268393,0.64596283
268,536.5647447268393,0.64596283
269,536.5647447268393,0.64596283
270,536.5647447268393,0.64596283
271,536.5647447268393,0.64596283
272,536.5647447268393,0.64596283
273,536.5647447268393,0.64596283
274,536.5647447268393,0.64596283
275,536.5647447268393,0.64596283
276,536.5647447268393,0.64596283
277,536.5647447268393,0.64596283
278,536.5647447268393,0.64596283
279,536.5647447268393,0.64596283
280,536.5647447268393,0.64596283
281,536.5647447268393,0.64596283
282,536.5647447268393,0.64596283
283,536.5647447268393,0.64596283
284,536.5647447268393,0.64596283
285,536.5647447268393,0.64596283
286,536.5647447268393,0.64596283
287,536.5647447268393,0.64596283
288,536.5647447268393,0.64596283
289,536.5647447268393,0.64596283
290,536.5647447268393,0.64596283
291,536.5647447268393,0.64596283
292,536.5647447268393,0.64596283
293,536.5647447268393,0.64596283
294,536.5647447268393,0.64596283
295,536.5647447268393,0.64596283
296,536.5647447268393,0.64596283
297,536.5647447268393,0.64596283
298,536.5647447268393,0.64596283
299,536.5647447268393,0.64596283
300,536.5647447268393,0.6034074
301,536.5647447268393,0.6034074
302,536.5647447268393,0.6034074
303,536.5647447268393,0.6034074
304,536.5647447268393,0.6034074
305,536.5647447268393,0.6034074
306,536.5647447268393,0.6034074
307,536.5647447268393,0.6034074
308,536.5647447268393,0.6034074
309,536.5647447268393,0.6034074
310,536.5647447268393,0.6034074
311,536.5647447268393,0.6034074
312,536.5647447268393,0.6034074
313,536.5647447268393,0.6034074
314,536.5647447268393,0.6034074
315,536.5647447268393,0.6034074
316,536.5647447268393,0.6034074
317,536.5647447268393,0.6034074
318,536.5647447268393,0.6034074
319,536.5647447268393,0.6034074
320,536.5647447268393,0.6034074
321,536.5647447268393,0.6034074
322,536.5647447268393,0.6034074
323,536.5647447268393,0.6034074
324,536.5647447268393,0.6034074
325,536.5647447268393,0.6034074
326,536.5647447268393,0.6034074
327,536.5647447268393,0.6034074
328,536.5647447268393,0.6034074
329,536.5647447268393,0.6034074
330,536.5647447268393,0.6034074
331,536.5647447268393,0.6034074
332,536.5647447268393,0.6034074
333,536.5647447268393,0.6034074
334,536.5647447268393,0.6034074
335,536.5647447268393,0.6034074
336,536.5647447268393,0.6034074
337,536.5647447268393,0.6034074
338,536.5647447268393,0.6034074
339,536.5647447268393,0.6034074
340,536.5647447268393,0.6034074
341,536.5647447268393,0.6034074
342,536.5647447268393,0.6034074
343,536.5647447268393,0.6034074
344,536.5647447268393,0.6034074
345,536.5647447268393,0.6034074
346,536.5647447268393,0.6034074
347,536.5647447268393,0.6034074
348,536.5647447268393,0.6034074
349,536.5647447268393,0.6034074
350,536.5647447268393,0.57182
351,536.5647447268393,0.57182
352,536.5647447268393,0.57182
353,536.5647447268393,0.57182
354,536.5647447268393,0.57182
355,536.5647447268393,0.57182
356,536.5647447268393,0.57182
357,536.5647447268393,0.57182
358,536.5647447268393,0.57182
359,536.5647447268393,0.57182
360,536.5647447268393,0.57182
361,536.5647447268393,0.57182
362,536.5647447268393,0.57182
363,536.5647447268393,0.57182
364,536.5647447268393,0.57182
365,536.5647447268393,0.57182
366,536.5647447268393,0.57182
367,536.5647447268393,0.57182
368,536.5647447268393,0.57182
369,536.5647447268393,0.57182
370,536.5647447268393,0.57182
371,536.5647447268393,0.57182
372,536.5647447268393,0.57182
373,536.5647447268393,0.57182
374,536.5647447268393,0.57182
375,536.5647447268393,0.57182
376,536.5647447268393,0.57182
377,536.5647447268393,0.57182
378,536.5647447268393,0.57182
379,536.5647447268393,0.57182
380,536.5647447268393,0.57182
381,536.5647447268393,0.57182
382,536.5647447268393,0.57182
383,536.5647447268393,0.57182
384,536.5647447268393,0.57182
385,536.5647447268393,0.57182
386,536.5647447268393,0.57182
387,536.5647447268393,0.57182
388,536.5647447268393,0.57182
389,536.5647447268393,0.57182
390,536.5647447268393,0.57182
391,536.5647447268393,0.57182
392,536.5647447268393,0.57182
393,536.5647447268393,0.57182
394,536.5647447268393,0.57182
395,536.5647447268393,0.57182
396,536.5647447268393,0.57182
397,536.5647447268393,0.57182
398,536.5647447268393,0.57182
399,536.5647447268393,0.57182
400,536.5647447268393,0.55188394
401,536.5647447268393,0.55188394
402,536.5647447268393,0.55188394
403,536.5647447268393,0.55188394
404,536.5647447268393,0.55188394
405,536.5647447268393,0.55188394
406,536.5647447268393,0.55188394
407,536.5647447268393,0.55188394
408,536.5647447268393,0.55188394
409,536.5647447268393,0.55188394
410,536.5647447268393,0.55188394
411,536.5647447268393,0.55188394
412,536.5647447268393,0.55188394
413,536.5647447268393,0.55188394
414,536.5647447268393,0.55188394
415,536.5647447268393,0.55188394
416,536.5647447268393,0.55188394
417,536.5647447268393,0.55188394
418,536.5647447268393,0.55188394
419,536.5647447268393,0.55188394
420,536.5647447268393,0.55188394
421,536.5647447268393,0.55188394
422,536.5647447268393,0.55188394
423,536.5647447268393,0.55188394
424,536.5647447268393,0.55188394
425,536.5647447268393,0.55188394
426,536.5647447268393,0.55188394
427,536.5647447268393,0.55188394
428,536.5647447268393,0.55188394
429,536.5647447268393,0.55188394
430,536.5647447268393,0.55188394
431,536.5647447268393,0.55188394
432,536.5647447268393,0.55188394
433,522.5463452295061,0.55188394
434,522.5463452295061,0.55188394
435,522.5463452295061,0.55188394
436,522.5463452295061,0.55188394
437,522.5463452295061,0.55188394
438,522.5463452295061,0.55188394
439,522.5463452295061,0.55188394
440,522.5463452295061,0.55188394
441,522.5463452295061,0.55188394
442,522.5463452295061,0.55188394
443,522.5463452295061,0.55188394
444,522.5463452295061,0.55188394
445,522.5463452295061,0.55188394
446,522.5463452295061,0.55188394
447,522.5463452295061,0.55188394
448,522.5463452295061,0.55188394
449,522.5463452295061,0.55188394
450,522.5463452295061,0.6152223
451,522.5463452295061,0.6152223
452,522.5463452295061,0.6152223
453,522.5463452295061,0.6152223
454,522.5463452295061,0.6152223
455,522.5463452295061,0.6152223
456,522.5463452295061,0.6152223
457,522.5463452295061,0.6152223
458,522.5463452295061,0.6152223
459,522.5463452295061,0.6152223
460,522.5463452295061,0.6152223
461,522.5463452295061,0.6152223
462,522.5463452295061,0.6152223
463,522.5463452295061,0.6152223
464,522.5463452295061,0.6152223
465,522.5463452295061,0.6152223
466,522.5463452295061,0.6152223
467,522.5463452295061,0.6152223
468,522.5463452295061,0.6152223
469,522.5463452295061,0.6152223
470,522.5463452295061,0.6152223
471,522.5463452295061,0.6152223
472,522.5463452295061,0.6152223
473,522.5463452295061,0.6152223
474,522.5463452295061,0.6152223
475,522.5463452295061,0.6152223
476,522.5463452295061,0.6152223
477,522.5463452295061,0.6152223
478,522.5463452295061,0.6152223
479,522.5463452295061,0.6152223
480,522.5463452295061,0.6152223
481,522.5463452295061,0.6152223
482,522.5463452295061,0.6152223
483,478.0444252431147,0.6152223
484,478.0444252431147,0.6152223
485,478.0444252431147,0.6152223
486,478.0444252431147,0.6152223
487,478.0444252431147,0.6152223
488,478.0444252431147,0.6152223
489,478.0444252431147,0.6152223
490,478.0444252431147,0.6152223
491,478.0444252431147,0.6152223
492,478.0444252431147,0.6152223
493,478.0444252431147,0.6152223
494,478.0444252431147,0.6152223
495,478.0444252431147,0.6152223
496,478.0444252431147,0.6152223
497,478.0444252431147,0.6152223
498,478.0444252431147,0.6152223
499,478.0444252431147,0.6152223
500,478.0444252431147,0.5909906
501,478.0444252431147,0.5909906
502,478.0444252431147,0.5909906
503,478.0444252431147,0.5909906
504,478.0444252431147,0.5909906
505,478.0444252431147,0.5909906
506,478.0444252431147,0.5909906
507,478.0444252431147,0.5909906
508,478.0444252431147,0.5909906
509,478.0444252431147,0.5909906
510,478.0444252431147,0.5909906
511,478.0444252431147,0.5909906
512,478.0444252431147,0.5909906
513,478.0444252431147,0.5909906
514,478.0444252431147,0.5909906
515,478.0444252431147,0.5909906
516,478.0444252431147,0.5909906
517,478.0444252431147,0.5909906
518,478.0444252431147,0.5909906
519,478.0444252431147,0.5909906
520,478.0444252431147,0.5909906
521,478.0444252431147,0.5909906
522,478.0444252431147,0.5909906
523,478.0444252431147,0.5909906
524,478.0444252431147,0.5909906
525,478.0444252431147,0.5909906
526,478.0444252431147,0.5909906
527,478.0444252431147,0.5909906
528,478.0444252431147,0.5909906
529,478.0444252431147,0.5909906
530,478.0444252431147,0.5909906
531,478.0444252431147,0.5909906
532,478.0444252431147,0.5909906
533,478.0444252431147,0.5909906
534,478.0444252431147,0.5909906
535,478.0444252431147,0.5909906
536,478.0444252431147,0.5909906
537,478.0444252431147,0.5909906
538,478.0444252431147,0.5909906
539,478.0444252431147,0.5909906
540,478.0444252431147,0.5909906
541,478.0444252431147,0.5909906
542,478.0444252431147,0.5909906
543,478.0444252431147,0.5909906
544,478.0444252431147,0.5909906
545,478.0444252431147,0.5909906
546,478.0444252431147,0.5909906
547,478.0444252431147,0.5909906
548,478.0444252431147,0.5909906
549,478.0444252431147,0.5909906
550,478.0444252431147,0.54873264
551,478.0444252431147,0.54873264
552,478.0444252431147,0.54873264
553,478.0444252431147,0.54873264
554,478.0444252431147,0.54873264
555,478.0444252431147,0.54873264
556,478.0444252431147,0.54873264
557,478.0444252431147,0.54873264
558,478.0444252431147,0.54873264
559,478.0444252431147,0.54873264
560,478.0444252431147,0.54873264
561,478.0444252431147,0.54873264
562,478.0444252431147,0.54873264
563,478.0444252431147,0.54873264
564,478.0444252431147,0.54873264
565,478.0444252431147,0.54873264
566,478.0444252431147,0.54873264
567,478.0444252431147,0.54873264
568,478.0444252431147,0.54873264
569,478.0444252431147,0.54873264
570,478.0444252431147,0.54873264
571,478.0444252431147,0.54873264
572,478.0444252431147,0.54873264
573,478.0444252431147,0.54873264
574,478.0444252431147,0.54873264
575,478.0444252431147,0.54873264
576,478.0444252431147,0.54873264
577,478.0444252431147,0.54873264
578,478.0444252431147,0.54873264
579,478.0444252431147,0.54873264
580,478.0444252431147,0.54873264
581,478.0444252431147,0.54873264
582,478.0444252431147,0.54873264
583,478.0444252431147,0.54873264
584,478.0444252431147,0.54873264
585,478.0444252431147,0.54873264
586,478.0444252431147,0.54873264
587,478.0444252431147,0.54873264
588,478.0444252431147,0.54873264
589,478.0444252431147,0.54873264
590,478.0444252431147,0.54873264
591,478.0444252431147,0.54873264
592,478.0444252431147,0.54873264
593,478.0444252431147,0.54873264
594,478.0444252431147,0.54873264
595,478.0444252431147,0.54873264
596,478.0444252431147,0.54873264
597,478.0444252431147,0.54873264
598,478.0444252431147,0.54873264
599,478.0444252431147,0.54873264
600,478.0444252431147,0.5133736
601,478.0444252431147,0.5133736
602,478.0444252431147,0.5133736
603,478.0444252431147,0.5133736
604,478.0444252431147,0.5133736
605,478.0444252431147,0.5133736
606,478.0444252431147,0.5133736
607,478.0444252431147,0.5133736
608,478.0444252431147,0.5133736
609,478.0444252431147,0.5133736
610,478.0444252431147,0.5133736
611,478.0444252431147,0.5133736
612,478.0444252431147,0.5133736
613,478.0444252431147,0.5133736
614,478.0444252431147,0.5133736
615,478.0444252431147,0.5133736
616,478.0444252431147,0.5133736
617,478.0444252431147,0.5133736
618,478.0444252431147,0.5133736
619,478.0444252431147,0.5133736
620,478.0444252431147,0.5133736
621,478.0444252431147,0.5133736
622,478.0444252431147,0.5133736
623,478.0444252431147,0.5133736
624,478.0444252431147,0.5133736
625,478.0444252431147,0.5133736
626,468.6813922159724,0.5133736
627,468.6813922159724,0.5133736
628,468.6813922159724,0.5133736
629,468.6813922159724,0.5133736
630,468.6813922159724,0.5133736
631,468.6813922159724,0.5133736
632,468.6813922159724,0.5133736
633,468.6813922159724,0.5133736
634,468.6813922159724,0.5133736
635,468.6813922159724,0.5133736
636,468.6813922159724,0.5133736
637,468.6813922159724,0.5133736
638,468.6813922159724,0.5133736
639,468.6813922159724,0.5133736
640,468.6813922159724,0.5133736
641,468.6813922159724,0.5133736
642,468.6813922159724,0.5133736
643,468.6813922159724,0.5133736
644,468.6813922159724,0.5133736
645,468.6813922159724,0.5133736
646,468.6813922159724,0.5133736
647,468.6813922159724,0.5133736
648,468.6813922159724,0.5133736
649,468.6813922159724,0.5133736
650,468.6813922159724,0.5686921
651,468.6813922159724,0.5686921
