function,fade_avg,fade_best,fade_worst,fade_median,fade_var,sade_avg,sade_best,sade_worst,sade_median,sade_var,apdsde_avg,apdsde_best,apdsde_worst,apdsde_median,apdsde_var,rlpde_avg,rlpde_best,rlpde_worst,rlpde_median,rlpde_var
F11,1.9477257111458508,0.7821766275385471,4.449258685116092,1.9058036995954808,0.5969686449428957,0.06645645479746538,0.0,0.9949590570934106,2.2737367544323206e-13,0.06370370655992343,3.6408776813358372,0.8080180482779724,9.685131501042406,3.5354246858078113,3.6792461128813434,2.0396967663304015,0.39491335831462493,4.551171904666717,1.995884317749642,0.7733678837879069
F12,92466.47132790207,26039.990420991184,418836.59091612004,63382.02744547847,6803554274.31681,2889.7469017769204,373.1739486277038,14162.420071233628,2160.6937995915205,9063338.125381468,24225.971024926526,738.5928219717371,508001.8386933596,5854.333671300808,8374350569.888436,5385.602695611636,324.5383893320843,18460.660550934314,4037.114187368978,22386006.920088526
F13,306.69179994020493,14.03062371173678,1177.233250118683,186.62926551879195,89665.90973808864,3.4478621590823044,0.0014232281062049879,11.2770565315966,2.53347228012899,12.953037018092724,443.4536563554966,3.7620734841323156,3705.5419968176275,42.86529641498112,822917.6822467464,7.348752481937951,1.357485140423023,11.946490724314572,7.5863321026611175,4.8368050775409825
F14,0.596148374961687,0.009661312021080448,1.4367892850102635,0.3427702056523003,0.2752290985518784,0.254631391216761,0.0,0.9949590570934106,0.0,0.18358903621038958,3.9517055304397446,0.15790987826608216,23.964842298542408,3.004450490768477,19.830397239045354,0.9460136065248282,4.804373929800931e-07,2.4676514892560135,0.9950002108200806,0.36856379421413293
F15,0.4673972257323688,0.15972181398137764,1.0237601542919492,0.43191665669655777,0.04880167228995347,0.3774218609151679,0.0006777758742373408,1.9919264591110277,0.20975975795158774,0.2280570713273892,2.4443745240038726,0.19324030468669662,6.2953257695273805,2.1807144472687696,1.9519168952073804,0.522606195519893,0.010649965667425931,1.1580565508206746,0.3116620415534044,0.19375899813139705
F16,3.081307451781769,0.31543447258809465,38.68206738406434,1.4651254415948642,47.48488916816017,0.4031242261563572,0.009823094935427434,0.9162074973492054,0.4234341796193348,0.04014379320247565,21.06033919429802,0.6492008612885911,121.17249777236498,1.2821992796376662,2023.8437003905667,0.9694602792680371,0.06384190176027005,11.435916344688621,0.43662422584156957,4.903619672031029
F17,0.25334348687418545,0.00025881434203256504,0.8738742176533378,0.3122277856450637,0.0475992823206992,4.791900317103485,0.00024186150358218583,14.218083875188086,4.503544322618836,13.954559526828646,4.057472674725455,0.5934448168420658,20.074786112106267,2.402075416434286,22.518619338129177,0.33855010257063894,0.001469679706815441,1.255060477681127,0.15897801710366366,0.16084266145339202
F18,0.5396131585501507,0.10731211585925848,1.6770251293910405,0.5248834734946968,0.10048762047434998,6.429784669074608,0.002282534367623157,21.45710030381383,1.0539274543548345,79.85281324151144,1.6511777671712935,0.018937598248157883,5.412957292841384,1.4533535636073793,1.6131618082568895,0.532519475874498,0.0032646899392148043,2.367642908085827,0.3931207144922837,0.33333238020841965
F19,0.013424738839398742,0.0019961731941293692,0.06487436289057769,0.010354621077794945,0.00012886934623798852,0.009795657422243191,0.0,0.12174153344199112,0.0,0.0005471728783857441,0.5227536673346246,0.010168928536131716,1.441827157983198,0.35963882254998225,0.24007830896844345,0.0391778019108718,0.0,1.0046749669709243,0.0014731917544850148,0.03330784999979038
F20,0.010431230343025769,2.5455132345086895e-05,0.3121987111137514,2.5455132345086895e-05,0.003248404724757798,0.010431262529421777,2.5455132345086895e-05,0.3121987111137514,2.5455346644776e-05,0.0032484040318205717,0.6804270552860469,0.0014843162773559015,2.3666085300669693,0.8294995427185086,0.35886432731715556,0.014533089718194484,0.000630830965747009,0.11702732189201015,0.007476072438180381,0.0005111889366771254
F21,122.73869456502676,4.660933604347974,211.06823410256084,105.39694107502646,2219.0516064197445,154.7098736114193,100.0,212.96142509295623,154.180582133263,3052.832357423035,121.3004258561297,100.25815379243159,214.3154998899313,103.59449767921478,1672.7949191530256,114.32889902258454,100.0,210.2557826784191,100.00000549480615,1376.272323356704
F22,75.30745871713835,20.39557622817074,100.56198665789361,100.00047119145188,1014.1738548074629,94.1406175239823,11.56306365300361,100.4026044369266,100.0,503.8831675827287,94.65800890957537,28.581615298067845,100.3972122795235,100.0002471057644,247.31084440690424,75.94157760024085,30.529355946722262,100.34731984902874,91.0262396997341,732.3381504277874
F23,308.6678713089638,305.9615808268795,313.61247575487914,308.44559143091533,2.790802714759833,308.61355069341346,304.7414202515838,311.91562602774275,308.6771264231727,3.1300201616626597,305.2854810086312,0.024229107452356402,324.85984761924556,316.2094118931775,3343.6691562157207,297.43129595262434,0.0,315.40543741836973,307.0593215545978,3161.721517194515
F24,272.74732022105286,100.15009004584181,343.1447246181406,339.02758300565824,11376.187945798818,312.3516962336276,100.0,341.3815705744869,335.8626975096256,5190.950218634431,119.70387144700933,100.00000000000182,344.54691219360984,100.06252508999296,4033.7645077401044,110.79000906027387,0.0,339.9326736056805,100.00000000559771,7153.85881007291
F25,398.362718365206,397.78011604000767,399.7741785449989,398.32942277967163,0.22363231002759243,425.94832811837693,397.74286946998745,445.9481172724327,443.4015219693672,513.6191956418742,411.1591686006859,397.8955526455393,445.8786492332838,399.59067105052145,419.0446082523892,339.499798797134,100.18530288238935,398.18344072654463,397.7428694755763,14087.328308217013
F26,242.33071244600316,4.547473508864641e-13,347.14890615606055,300.0000000000002,11766.5740263944,303.143260410404,300.0,347.14890615606055,300.0,143.0909007999175,106.77415701412127,0.0020346111114122323,300.00009877852426,0.15364488020122735,16482.24130293269,228.48293042796618,8.351768155989703e-05,300.00000275467255,236.87849891815767,7194.331640208543
F27,389.3383153828083,388.1570589418561,392.326652623522,389.2690091286602,0.41626666021664416,389.87214865122104,389.0054448130272,395.0744755242458,389.51790623096986,1.2271044508445053,394.03528181971546,388.75120081417845,397.3121492881314,394.5950136047852,4.826538694053244,389.2122890118352,388.9779421169883,390.0891628093632,389.0910380754872,0.076216171030788
F28,352.5876960659633,300.00000000000045,583.7546815342157,363.6165908099415,3878.984530928199,400.7359754922545,300.0,611.8216658800402,300.0,18616.1773307014,331.34131077309905,0.6785614109767266,617.6687705703075,300.00000057847024,24839.878133380258,294.41542997158234,2.4620665953989374e-05,365.91535538618336,300.00000000000114,3360.5529182035825
F29,246.64901394955524,238.33892567536532,260.67139273466637,246.64138509308145,26.552499552607877,249.02154458573878,229.35022316934374,261.57540093995067,249.12051575237524,37.81600525638774,268.7375921494371,249.96162698788203,307.36361787144097,265.43129417321984,211.5609803455688,239.25590271962295,156.18688632819703,258.524733796231,239.8131915409515,300.85335629511417
F30,14638.134487471669,1586.8978488225057,82228.74879968862,7648.815344680287,329841561.116467,48402.746647568754,652.126689222704,1248877.0491438615,5685.462303095994,51441990172.08015,49742.80347641839,1287.7777107049205,192434.37419429148,22345.653801972054,3279878523.469612,91461.72275503671,762.7206195436852,832667.1444015135,7242.634878325933,61549866371.6359
