fps,Fitness,Exploitation_Rate
0,22243.660647154196,0.07710781
1,22243.660647154196,0.07710781
2,22243.660647154196,0.07710781
3,22243.660647154196,0.07710781
4,22243.660647154196,0.07710781
5,22243.660647154196,0.07710781
6,22243.660647154196,0.07710781
7,22243.660647154196,0.07710781
8,22243.660647154196,0.07710781
9,22243.660647154196,0.07710781
10,22243.660647154196,0.07710781
11,22243.660647154196,0.07710781
12,22243.660647154196,0.07710781
13,22243.660647154196,0.07710781
14,22243.660647154196,0.07710781
15,22243.660647154196,0.07710781
16,22243.660647154196,0.07710781
17,22243.660647154196,0.07710781
18,22243.660647154196,0.07710781
19,22243.660647154196,0.07710781
20,22243.660647154196,0.07710781
21,22243.660647154196,0.07710781
22,22243.660647154196,0.07710781
23,22243.660647154196,0.07710781
24,22243.660647154196,0.07710781
25,22243.660647154196,0.07710781
26,22243.660647154196,0.07710781
27,22243.660647154196,0.07710781
28,22243.660647154196,0.07710781
29,22243.660647154196,0.07710781
30,22243.660647154196,0.07710781
31,22243.660647154196,0.07710781
32,22243.660647154196,0.07710781
33,22243.660647154196,0.07710781
34,22243.660647154196,0.07710781
35,22243.660647154196,0.07710781
36,22243.660647154196,0.07710781
37,22243.660647154196,0.07710781
38,22243.660647154196,0.07710781
39,22243.660647154196,0.07710781
40,22243.660647154196,0.07710781
41,22243.660647154196,0.07710781
42,22243.660647154196,0.07710781
43,22243.660647154196,0.07710781
44,22243.660647154196,0.07710781
45,22243.660647154196,0.07710781
46,22243.660647154196,0.07710781
47,22243.660647154196,0.07710781
48,22243.660647154196,0.07710781
49,22243.660647154196,0.07710781
50,22243.660647154196,0.06205802
51,22243.660647154196,0.06205802
52,22243.660647154196,0.06205802
53,22243.660647154196,0.06205802
54,22243.660647154196,0.06205802
55,22243.660647154196,0.06205802
56,22243.660647154196,0.06205802
57,22243.660647154196,0.06205802
58,22243.660647154196,0.06205802
59,22243.660647154196,0.06205802
60,22243.660647154196,0.06205802
61,22243.660647154196,0.06205802
62,22243.660647154196,0.06205802
63,22243.660647154196,0.06205802
64,22243.660647154196,0.06205802
65,22243.660647154196,0.06205802
66,22243.660647154196,0.06205802
67,22243.660647154196,0.06205802
68,22243.660647154196,0.06205802
69,22243.660647154196,0.06205802
70,22243.660647154196,0.06205802
71,22243.660647154196,0.06205802
72,22243.660647154196,0.06205802
73,22243.660647154196,0.06205802
74,22243.660647154196,0.06205802
75,22243.660647154196,0.06205802
76,22243.660647154196,0.06205802
77,22243.660647154196,0.06205802
78,22243.660647154196,0.06205802
79,22243.660647154196,0.06205802
80,22243.660647154196,0.06205802
81,22243.660647154196,0.06205802
82,22243.660647154196,0.06205802
83,22243.660647154196,0.06205802
84,22243.660647154196,0.06205802
85,22243.660647154196,0.06205802
